survival,pclass,sex,age,sibsp,parch,fare,embarked,class,who,adult_male,embark_town,alive,alone,family_size
0,3,male,-0.5046278842698593,1,0,-0.8923727272688159,S,Third,man,True,Southampton,no,False,1
1,3,female,-0.20910409520978374,0,0,-0.8353175933037065,S,Third,woman,False,Southampton,yes,True,0
1,1,female,0.45582443017538593,1,0,2.9831500761389926,S,First,woman,False,Southampton,yes,False,1
0,3,male,0.45582443017538593,0,0,-0.8247518277546122,S,Third,man,True,Southampton,no,True,0
0,3,male,0.06419022059966971,0,0,-0.7902398111650505,Q,Third,man,True,Queenstown,no,True,0
0,1,male,1.8595624282107448,0,0,2.878548997202959,S,First,man,True,Southampton,no,True,0
0,3,male,-1.9822468295702362,3,1,0.27620094246101956,S,Third,child,False,Southampton,no,False,4
1,3,female,-0.13522314794476492,0,2,-0.5641324284144311,S,Third,woman,False,Southampton,yes,False,2
1,2,female,-1.09567546239001,1,0,1.0365810522733634,C,Second,child,False,Cherbourg,yes,False,1
1,3,female,-1.8344849350401986,1,1,-0.09360085175728301,S,Third,child,False,Southampton,yes,False,2
1,1,female,2.1550862172708207,0,0,0.7389814735113523,S,First,woman,False,Southampton,yes,True,0
0,3,male,-0.6523897787998968,0,0,-0.8247518277546122,S,Third,man,True,Southampton,no,True,0
0,3,male,0.7513482192354616,1,5,1.138367411267119,S,Third,man,True,Southampton,no,False,6
0,3,female,-1.09567546239001,0,0,-0.8413020429107136,S,Third,child,False,Southampton,no,True,0
1,2,female,1.9334433754757638,0,0,-0.15276913883221124,S,Second,woman,False,Southampton,yes,True,0
0,3,male,-1.9822468295702362,4,1,0.956636243822696,Q,Third,child,False,Queenstown,no,False,5
1,2,male,0.06419022059966971,0,0,-0.40634751201047564,S,Second,man,True,Southampton,yes,True,0
0,3,female,0.16030064111531067,1,0,0.016283109953298423,S,Third,woman,False,Southampton,no,False,1
1,3,female,0.06419022059966971,0,0,-0.8944858803786349,C,Third,woman,False,Cherbourg,yes,True,0
0,2,male,0.45582443017538593,0,0,0.6924921050953373,S,Second,man,True,Southampton,no,True,0
1,2,male,0.3819434829103671,0,0,-0.40634751201047564,S,Second,man,True,Southampton,yes,True,0
1,3,female,-1.021794515124991,0,0,-0.8265099711419814,Q,Third,child,False,Queenstown,yes,True,0
1,1,male,-0.0613422006797461,0,0,1.4954902868265083,S,First,man,True,Southampton,yes,True,0
0,3,female,-1.5389611459801231,3,1,0.27620094246101956,S,Third,child,False,Southampton,no,False,4
1,3,female,0.6774672719704428,1,5,1.1478766002613041,S,Third,woman,False,Southampton,yes,False,6
0,3,male,0.06419022059966971,0,0,-0.8944858803786349,C,Third,man,True,Cherbourg,no,True,0
1,3,female,0.06419022059966971,0,0,-0.8391888898008947,Q,Third,woman,False,Queenstown,yes,True,0
0,3,male,0.06419022059966971,0,0,-0.837785756135975,S,Third,man,True,Southampton,no,True,0
0,1,male,0.8252291665004804,0,0,0.8379446599503898,C,First,man,True,Cherbourg,no,True,0
1,3,female,0.06419022059966971,0,0,-0.8501096650724387,Q,Third,woman,False,Queenstown,yes,True,0
0,2,male,2.7461337953909712,0,0,-0.6176628229923627,S,Second,man,True,Southampton,no,True,0
0,1,male,0.9729910610305184,1,0,2.890171339306964,S,First,man,True,Southampton,no,False,1
1,3,male,0.06419022059966971,0,0,-0.8941308706561854,C,Third,man,True,Cherbourg,yes,True,0
0,3,male,-0.5785088315348781,0,0,-0.8247518277546122,S,Third,man,True,Southampton,no,True,0
0,3,female,-0.8001516733299344,2,0,0.016283109953298423,S,Third,woman,False,Southampton,no,False,2
1,3,female,-1.09567546239001,1,0,-0.5549697965302566,C,Third,child,False,Cherbourg,yes,False,1
0,3,female,0.8252291665004804,1,0,-0.7043021004949365,S,Third,woman,False,Southampton,no,False,1
0,2,female,-0.13522314794476492,1,0,0.26986148313156305,S,Second,woman,False,Southampton,no,False,1
0,3,male,0.06419022059966971,0,0,-0.837785756135975,C,Third,man,True,Cherbourg,no,True,0
1,2,female,-1.9083658823052174,1,2,2.0093415022349435,C,Second,child,False,Cherbourg,yes,False,3
1,3,female,-0.7262707260649156,0,0,-0.8391888898008947,Q,Third,woman,False,Queenstown,yes,True,0
0,3,male,0.06419022059966971,0,0,-0.8247518277546122,S,Third,man,True,Southampton,no,True,0
0,3,male,0.06419022059966971,1,0,-0.19503220102858873,Q,Third,man,True,Queenstown,no,False,1
0,3,male,0.06419022059966971,2,0,0.32727162681912203,C,Third,man,True,Cherbourg,no,False,2
0,3,female,-0.8001516733299344,1,0,-0.0006221149252525655,S,Third,woman,False,Southampton,no,False,1
0,3,male,-1.6128420932451422,4,1,1.8494434327211693,S,Third,child,False,Southampton,no,False,5
0,3,male,-0.5785088315348781,0,0,-0.845883358852801,S,Third,man,True,Southampton,no,True,0
1,2,female,0.012538746585273045,1,0,0.6924921050953373,S,Second,woman,False,Southampton,yes,False,1
1,1,male,0.06419022059966971,0,0,1.4954902868265083,S,First,man,True,Southampton,yes,True,0
1,2,female,-0.5785088315348781,0,0,-0.6176628229923627,S,Second,woman,False,Southampton,yes,True,0
0,3,male,-0.024401727047236525,0,0,-0.8941308706561854,C,Third,man,True,Cherbourg,no,True,0
1,2,female,-1.7606039877751798,1,2,0.8404128227826583,S,Second,child,False,Southampton,yes,False,3
0,3,male,-1.3173183041850667,5,2,2.459088104903913,S,Third,child,False,Southampton,no,False,7
0,3,male,-0.5046278842698593,0,0,-0.8941308706561854,C,Third,man,True,Cherbourg,no,True,0
0,3,male,-1.8344849350401986,3,2,0.8530917414415713,S,Third,child,False,Southampton,no,False,5
0,1,male,0.06419022059966971,0,0,0.8379446599503898,C,First,man,True,Cherbourg,no,True,0
1,3,male,0.06419022059966971,1,1,-0.21651874184922698,C,Third,man,True,Cherbourg,yes,False,2
1,2,female,0.012538746585273045,0,0,-0.6176628229923627,S,Second,woman,False,Southampton,yes,True,0
0,3,male,-0.7262707260649156,0,0,-0.8155976484828767,S,Third,man,True,Southampton,no,True,0
1,3,female,-0.8740326205949533,4,2,-0.8353175933037065,S,Third,woman,False,Southampton,yes,False,6
0,3,male,-0.20910409520978374,2,0,-0.7729795765640497,S,Third,man,True,Southampton,no,False,2
0,2,male,0.2341815883803295,0,0,-0.6176628229923627,S,Second,man,True,Southampton,no,True,0
0,3,female,-0.9479135678599722,5,2,2.459088104903913,S,Third,woman,False,Southampton,no,False,7
0,3,male,-0.20910409520978374,1,0,-0.28342962191853166,C,Third,man,True,Cherbourg,no,False,1
0,3,male,-0.28298504247480255,0,0,-0.858562277511714,S,Third,man,True,Southampton,no,True,0
1,2,male,-2.0686875378703085,0,2,0.9460704782736019,S,Second,child,False,Southampton,yes,False,2
1,3,female,0.08641969385029186,0,0,-0.4507237273166721,S,Third,woman,False,Southampton,yes,True,0
0,3,male,-0.5046278842698593,0,0,-0.7444520095814949,S,Third,man,True,Southampton,no,True,0
1,3,male,0.012538746585273045,0,0,-0.7021889473851177,S,Third,man,True,Southampton,yes,True,0
1,3,female,0.06419022059966971,0,0,-0.8469399354077104,Q,Third,woman,False,Queenstown,yes,True,0
0,1,male,-0.0613422006797461,0,0,2.475993329782464,S,First,man,True,Southampton,no,True,0
1,2,female,-0.8740326205949533,0,0,-0.6176628229923627,S,Second,woman,False,Southampton,yes,True,0
1,3,female,0.3080625356453483,3,0,-0.16544805749112448,S,Third,woman,False,Southampton,yes,False,3
0,3,male,-0.9479135678599722,1,3,1.4003983968846592,S,Third,man,True,Southampton,no,False,4
0,3,male,-0.35686598973982137,0,0,-0.8247518277546122,S,Third,man,True,Southampton,no,True,0
0,3,male,0.012538746585273045,0,0,-0.8247518277546122,S,Third,man,True,Southampton,no,True,0
0,3,male,-0.6523897787998968,0,0,-0.8413020429107136,S,Third,man,True,Southampton,no,True,0
0,3,male,-0.20910409520978374,1,2,0.23393788026464207,S,Third,man,True,Southampton,no,False,3
0,3,male,2.228967164535839,0,0,-0.8923727272688159,S,Third,man,True,Southampton,no,True,0
0,1,male,3.1155385317160658,0,0,1.4239980908151162,C,First,man,True,Cherbourg,no,True,0
1,2,female,0.3819434829103671,0,1,0.4389137319170725,S,Second,woman,False,Southampton,yes,False,1
0,2,male,0.3819434829103671,1,0,0.6924921050953373,S,Second,man,True,Southampton,no,False,1
0,3,female,-0.0613422006797461,0,0,-0.837785756135975,S,Third,woman,False,Southampton,no,True,0
0,3,male,0.3080625356453483,0,0,-0.7736811433965097,S,Third,man,True,Southampton,no,True,0
0,3,male,0.603586324705424,2,0,-0.8353175933037065,S,Third,man,True,Southampton,no,False,2
0,3,male,-0.0613422006797461,0,0,-0.837785756135975,S,Third,man,True,Southampton,no,True,0
1,3,female,-0.5785088315348781,0,0,-0.858562277511714,S,Third,woman,False,Southampton,yes,True,0
1,3,male,0.06419022059966971,0,0,-0.8479965119626197,S,Third,man,True,Southampton,yes,True,0
0,3,male,0.6774672719704428,0,0,-0.837785756135975,S,Third,man,True,Southampton,no,True,0
1,3,female,0.06419022059966971,1,0,0.5361187749687405,Q,Third,woman,False,Queenstown,yes,False,1
0,1,male,1.3423957973556127,0,0,2.890171339306964,S,First,man,True,Southampton,no,True,0
0,3,female,-1.0587349887575004,1,0,-0.28342962191853166,C,Third,child,False,Cherbourg,no,False,1
0,3,male,-0.5046278842698593,0,0,-0.8247518277546122,S,Third,man,True,Southampton,no,True,0
0,3,female,-0.6523897787998968,1,0,-0.6747179569574723,S,Third,woman,False,Southampton,no,False,1
0,3,female,-0.8740326205949533,0,0,-0.28308306480852147,C,Third,woman,False,Cherbourg,no,True,0
0,3,male,-0.5785088315348781,0,0,-0.8353175933037065,S,Third,man,True,Southampton,no,True,0
0,3,male,3.0785980580835557,0,0,-0.8501096650724387,Q,Third,man,True,Queenstown,no,True,0
0,2,male,0.012538746585273045,1,0,0.26986148313156305,S,Second,man,True,Southampton,no,False,1
0,3,female,-1.9822468295702362,4,2,1.138367411267119,S,Third,child,False,Southampton,no,False,6
0,2,male,0.27112206201283906,1,0,1.0365810522733634,C,Second,man,True,Cherbourg,no,False,1
1,2,female,0.27112206201283906,0,0,-0.40634751201047564,S,Second,woman,False,Southampton,yes,True,0
1,3,male,-1.2434373569200476,1,0,-0.5549697965302566,C,Third,child,False,Cherbourg,yes,False,1
0,3,male,0.06419022059966971,0,0,-0.8501096650724387,Q,Third,man,True,Queenstown,no,True,0
1,3,male,-0.35686598973982137,0,0,-0.9015269065405513,S,Third,man,True,Southampton,yes,True,0
1,3,female,0.06419022059966971,1,1,0.38467331789424175,C,Third,woman,False,Cherbourg,yes,False,2
0,3,male,1.194633902825575,0,0,-0.9156174114768236,S,Third,man,True,Southampton,no,True,0
0,3,male,0.3080625356453483,0,0,-0.837785756135975,C,Third,man,True,Cherbourg,no,True,0
0,3,male,-0.6523897787998968,0,0,-0.909277952147367,S,Third,man,True,Southampton,no,True,0
0,3,female,1.3423957973556127,1,0,-0.27955832542134346,S,Third,woman,False,Southampton,no,False,1
0,2,male,-0.28298504247480255,0,0,-0.40634751201047564,S,Second,man,True,Southampton,no,True,0
0,2,male,-0.4307469370048402,0,0,-0.233423966727778,C,Second,man,True,Cherbourg,no,True,0
1,1,female,-0.7262707260649156,0,2,0.7164383561358045,S,First,woman,False,Southampton,yes,False,2
0,1,male,0.603586324705424,1,0,2.9831500761389926,S,First,man,True,Southampton,no,False,1
0,3,male,-0.9479135678599722,0,0,-0.7261351984255852,S,Third,man,True,Southampton,no,True,0
0,3,female,0.06419022059966971,0,2,-0.21651874184922698,C,Third,woman,False,Cherbourg,no,False,2
1,3,female,-0.5046278842698593,0,0,-0.8501096650724387,S,Third,woman,False,Southampton,yes,True,0
1,3,female,-0.35686598973982137,1,0,-0.16544805749112448,S,Third,woman,False,Southampton,yes,False,1
0,3,male,-0.7262707260649156,0,0,-0.9346357894651934,Q,Third,man,True,Queenstown,no,True,0
0,2,male,-0.8001516733299344,0,0,-0.5331366985996081,S,Second,man,True,Southampton,no,True,0
0,2,male,-0.7262707260649156,1,1,1.6011479423174517,S,Second,man,True,Southampton,no,False,2
1,3,male,-0.13522314794476492,0,0,-0.8462383685752505,S,Third,man,True,Southampton,yes,True,0
0,3,female,-1.4650801987151043,2,2,1.4003983968846592,S,Third,child,False,Southampton,no,False,4
0,2,male,0.5666458510729143,0,2,0.6924921050953373,S,Second,man,True,Southampton,no,False,2
0,2,male,0.9729910610305184,0,0,-0.40634751201047564,S,Second,man,True,Southampton,no,True,0
0,2,male,1.637919586415688,0,0,-0.44649742109703433,S,Second,man,True,Southampton,no,True,0
0,3,male,1.9703838491082735,0,0,-0.8247518277546122,S,Third,man,True,Southampton,no,True,0
0,3,male,0.8621696401329902,0,2,-0.27955832542134346,S,Third,man,True,Southampton,no,False,2
0,3,male,0.06419022059966971,0,0,-0.8870898444942689,S,Third,man,True,Southampton,no,True,0
1,3,female,-0.9479135678599722,0,0,-0.8515212513497977,Q,Third,woman,False,Queenstown,yes,True,0
0,3,male,0.08641969385029186,0,0,-0.8247518277546122,S,Third,man,True,Southampton,no,True,0
0,3,male,0.06419022059966971,0,0,-0.7729795765640497,S,Third,man,True,Southampton,no,True,0
0,3,male,1.120752955560556,0,1,-0.14431652639293574,S,Third,man,True,Southampton,no,False,1
1,2,female,0.8252291665004804,0,0,-0.1739006699304,S,Second,woman,False,Southampton,yes,True,0
0,3,male,-0.20910409520978374,0,0,-0.8479965119626197,S,Third,man,True,Southampton,no,True,0
0,3,male,-0.8740326205949533,0,0,-0.7729795765640497,S,Third,man,True,Southampton,no,True,0
0,3,male,-2.0561277768352553,4,1,1.8494434327211693,S,Third,child,False,Southampton,no,False,5
1,3,male,-1.4650801987151043,0,2,0.22971157404500434,S,Third,child,False,Southampton,yes,False,2
0,3,female,1.194633902825575,1,4,0.8530917414415713,S,Third,woman,False,Southampton,no,False,5
0,1,male,0.06419022059966971,0,0,0.6861526457658804,S,First,man,True,Southampton,no,True,0
0,1,male,2.3767290590658767,0,0,1.3264380380409988,S,First,man,True,Southampton,no,True,0
0,3,male,-1.8344849350401986,4,1,0.956636243822696,Q,Third,child,False,Queenstown,no,False,5
1,3,female,-2.0561277768352553,1,1,-0.5641324284144311,S,Third,child,False,Southampton,yes,False,2
0,1,male,2.007324322740782,0,0,1.0894098800188354,C,First,man,True,Cherbourg,no,True,0
0,3,male,-0.8001516733299344,1,1,-0.8413020429107136,S,Third,man,True,Southampton,no,False,2
0,3,male,0.06419022059966971,3,1,0.6474143229566811,S,Third,man,True,Southampton,no,False,4
0,1,female,1.5640386391506695,0,0,0.9217692175106847,C,First,woman,False,Cherbourg,no,True,0
0,2,male,0.08641969385029186,0,0,-0.40634751201047564,S,Second,man,True,Southampton,no,True,0
0,2,male,0.06419022059966971,0,0,-0.23306895700532823,C,Second,man,True,Cherbourg,no,True,0
0,3,male,-1.4650801987151043,4,2,1.1478766002613041,S,Third,child,False,Southampton,no,False,6
1,2,male,-2.0561277768352553,2,1,1.79133172220115,S,Second,child,False,Southampton,yes,False,3
1,3,female,-1.8344849350401986,0,2,0.35650076063413655,S,Third,child,False,Southampton,yes,False,2
0,1,male,0.06419022059966971,0,0,2.7211190905214537,S,First,man,True,Southampton,no,True,0
1,3,female,0.06419022059966971,1,0,-0.19503220102858873,Q,Third,woman,False,Queenstown,yes,False,1
1,1,male,1.194633902825575,0,0,0.7389814735113523,S,First,man,True,Southampton,yes,True,0
0,3,male,0.8252291665004804,1,1,-0.19503220102858873,Q,Third,man,True,Queenstown,no,False,2
0,3,male,0.5297053774404051,0,0,-0.837785756135975,S,Third,man,True,Southampton,no,True,0
1,2,female,0.2341815883803295,0,0,-0.40634751201047564,S,Second,woman,False,Southampton,yes,True,0
0,2,male,-0.7262707260649156,0,0,-0.40634751201047564,S,Second,man,True,Southampton,no,True,0
1,3,female,-0.7262707260649156,1,0,-0.8413020429107136,S,Third,woman,False,Southampton,yes,False,1
1,2,male,-1.9083658823052174,1,1,0.6924921050953373,S,Second,child,False,Southampton,yes,False,2
1,1,female,1.120752955560556,0,0,0.8379446599503898,C,First,woman,False,Cherbourg,yes,True,0
0,3,male,0.9729910610305184,0,1,-0.7948126744946984,S,Third,man,True,Southampton,no,False,1
0,2,female,-0.35686598973982137,0,0,-0.40634751201047564,S,Second,woman,False,Southampton,no,True,0
0,3,male,-0.0613422006797461,0,0,-0.7021889473851177,S,Third,man,True,Southampton,no,True,0
0,3,male,0.3819434829103671,0,0,-0.9561223302858316,S,Third,man,True,Southampton,no,True,0
0,3,male,1.2315743764580847,0,0,-0.8944858803786349,C,Third,man,True,Cherbourg,no,True,0
1,3,male,-0.8001516733299344,0,0,-0.8247518277546122,S,Third,man,True,Southampton,yes,True,0
0,3,female,-1.9822468295702362,0,1,-0.620832552657091,S,Third,child,False,Southampton,no,False,1
0,3,male,0.2341815883803295,1,0,-0.16544805749112448,S,Third,man,True,Southampton,no,False,1
1,3,male,-0.20910409520978374,0,0,0.08284743291259289,C,Third,man,True,Cherbourg,yes,True,0
1,3,female,-0.9479135678599722,0,0,-0.8501096650724387,Q,Third,woman,False,Queenstown,yes,True,0
1,1,male,0.8252291665004804,0,0,1.1151227270591113,C,First,man,True,Cherbourg,yes,True,0
0,3,male,-0.35686598973982137,0,0,-0.909277952147367,S,Third,man,True,Southampton,no,True,0
1,2,female,0.45582443017538593,0,0,0.26986148313156305,S,Second,woman,False,Southampton,yes,True,0
0,3,male,-0.5046278842698593,0,0,-0.8923727272688159,S,Third,man,True,Southampton,no,True,0
0,3,male,0.06419022059966971,1,0,-0.8501096650724387,Q,Third,man,True,Queenstown,no,False,1
1,3,female,-0.13522314794476492,0,0,-0.8353175933037065,S,Third,woman,False,Southampton,yes,True,0
0,2,male,0.9729910610305184,1,0,0.7770182294880918,S,Second,man,True,Southampton,no,False,1
0,2,male,0.08641969385029186,0,0,-0.6176628229923627,S,Second,man,True,Southampton,no,True,0
1,3,male,-0.9479135678599722,0,0,-0.8247518277546122,S,Third,man,True,Southampton,yes,True,0
0,2,male,-0.13522314794476492,0,0,-0.40634751201047564,S,Second,man,True,Southampton,no,True,0
0,3,male,1.637919586415688,0,0,-0.8247518277546122,S,Third,man,True,Southampton,no,True,0
0,3,male,-0.5046278842698593,0,0,-0.714867866044031,S,Third,man,True,Southampton,no,True,0
1,2,male,-0.7262707260649156,0,0,-0.6176628229923627,S,Second,man,True,Southampton,yes,True,0
0,3,male,-0.6154493051673874,0,0,-0.8923727272688159,S,Third,man,True,Southampton,no,True,0
0,2,male,-0.8001516733299344,0,0,-0.40634751201047564,S,Second,man,True,Southampton,no,True,0
0,3,female,0.06419022059966971,3,1,0.6474143229566811,S,Third,woman,False,Southampton,no,False,4
0,3,male,0.012538746585273045,0,0,-0.8479965119626197,S,Third,man,True,Southampton,no,True,0
0,2,male,2.228967164535839,0,0,-0.3640844498140984,S,Second,man,True,Southampton,no,True,0
1,3,female,-1.7606039877751798,4,2,1.1478766002613041,S,Third,child,False,Southampton,yes,False,6
0,2,male,-0.35686598973982137,0,0,-0.6176628229923627,S,Second,man,True,Southampton,no,True,0
0,3,female,0.06419022059966971,0,0,-0.8670148899509896,S,Third,woman,False,Southampton,no,True,0
0,2,male,1.120752955560556,1,0,0.6924921050953373,S,Second,man,True,Southampton,no,False,1
1,2,female,-1.5389611459801231,0,2,0.7136236361935259,S,Second,child,False,Southampton,yes,False,2
0,2,male,-0.7262707260649156,0,0,-0.6176628229923627,S,Second,man,True,Southampton,no,True,0
0,2,male,0.3080625356453483,0,0,-0.4676289521952231,S,Second,man,True,Southampton,no,True,0
0,3,female,0.06419022059966971,1,0,-0.28342962191853166,C,Third,woman,False,Cherbourg,no,False,1
0,2,male,0.012538746585273045,0,0,-0.6176628229923627,S,Second,man,True,Southampton,no,True,0
0,3,male,-0.5046278842698593,0,0,-0.9029384928179104,S,Third,man,True,Southampton,no,True,0
0,3,male,0.08641969385029186,0,0,-0.8944858803786349,C,Third,man,True,Cherbourg,no,True,0
0,3,female,-0.28298504247480255,0,0,-0.8479965119626197,S,Third,woman,False,Southampton,no,True,0
1,2,female,-0.35686598973982137,0,2,-0.27955832542134346,S,Second,woman,False,Southampton,yes,False,2
1,1,male,0.603586324705424,1,1,2.9370157174454277,S,First,man,True,Southampton,yes,False,2
0,2,male,1.8595624282107448,1,0,0.6924921050953373,S,Second,man,True,Southampton,no,False,1
0,3,male,0.06419022059966971,0,0,-0.8923727272688159,S,Third,man,True,Southampton,no,True,0
0,3,female,0.012538746585273045,1,1,-0.620832552657091,S,Third,woman,False,Southampton,no,False,2
0,1,male,2.450610006330896,0,0,0.7389814735113523,S,First,man,True,Southampton,no,True,0
0,3,male,0.08641969385029186,1,0,-0.14431652639293574,S,Third,man,True,Southampton,no,False,1
0,3,female,0.8991101137654998,0,2,0.20329716017226834,S,Third,woman,False,Southampton,no,False,2
1,3,female,0.012538746585273045,0,2,-0.21651874184922698,C,Third,woman,False,Cherbourg,yes,False,2
1,2,female,1.5640386391506695,0,1,0.6924921050953373,S,Second,woman,False,Southampton,yes,False,1
